ID or #		Start	End	Type	Contig
gene4986		4895273	4896460	complete	NODE_2_length_478638_cov_9.783182:456998-455811
gene4987		4896457	4897779	complete	NODE_2_length_478638_cov_9.783182:455814-454492
gene4988		4897855	4898025	complete	NODE_2_length_478638_cov_9.783182:454416-454246
gene4989		4898018	4900561	complete	NODE_2_length_478638_cov_9.783182:454253-451710
gene4990		4900558	4900884	complete	NODE_2_length_478638_cov_9.783182:451713-451387
gene4992		4902484	4903488	complete	NODE_2_length_478638_cov_9.783182:449785-448781
gene4993		4903481	4904242	complete	NODE_2_length_478638_cov_9.783182:448788-448027
gene4994		4904235	4904912	complete	NODE_2_length_478638_cov_9.783182:448034-447357
gene4995		4904930	4905757	complete	NODE_2_length_478638_cov_9.783182:447339-446512
gene4996		4905836	4907122	partial	NODE_2_length_478638_cov_9.783182:446433-446121
gene5009		4920372	4920533	complete	NODE_2_length_478638_cov_9.783182:431898-431737
gene5010		4920581	4922203	complete	NODE_2_length_478638_cov_9.783182:431689-430067
gene5011		4922281	4923636	complete	NODE_2_length_478638_cov_9.783182:429989-428634
gene5012		4923633	4924352	complete	NODE_2_length_478638_cov_9.783182:428637-427918
gene5013		4924580	4925053	complete	NODE_2_length_478638_cov_9.783182:427690-427217
gene5014		4925154	4927484	complete	NODE_2_length_478638_cov_9.783182:427116-424786
gene5015		4927987	4928124	complete	NODE_2_length_478638_cov_9.783182:424276-424139
gene5016		4928153	4930471	complete	NODE_2_length_478638_cov_9.783182:424110-421792
gene5017		4930481	4930720	complete	NODE_2_length_478638_cov_9.783182:421782-421543
gene5018		4930809	4931078	complete	NODE_2_length_478638_cov_9.783182:421456-421187
gene5019		4931199	4931924	complete	NODE_2_length_478638_cov_9.783182:421066-420341
gene5020		4932047	4932685	complete	NODE_2_length_478638_cov_9.783182:420217-419579
gene5021		4932744	4933319	complete	NODE_2_length_478638_cov_9.783182:419520-418945
gene5022		4933656	4934972	complete	NODE_2_length_478638_cov_9.783182:418608-417292
gene5023		4935075	4937168	complete	NODE_2_length_478638_cov_9.783182:417189-415096
gene5024		4937179	4939569	complete	NODE_2_length_478638_cov_9.783182:415085-412695
gene5025		4940242	4942899	complete	NODE_2_length_478638_cov_9.783182:412022-409365
gene5026		4942915	4943673	complete	NODE_2_length_478638_cov_9.783182:409349-408591
gene5027		4943723	4944553	complete	NODE_2_length_478638_cov_9.783182:408541-407711
gene5028		4944604	4944933	complete	NODE_2_length_478638_cov_9.783182:407660-407331
gene5029		4945138	4946646	complete	NODE_2_length_478638_cov_9.783182:407126-405618
gene5030		4947008	4947271	complete	NODE_2_length_478638_cov_9.783182:405256-404993
gene5031		4947531	4949978	complete	NODE_2_length_478638_cov_9.783182:404694-402247
gene5032		4949996	4951429	complete	NODE_2_length_478638_cov_9.783182:402229-400796
gene5033		4951429	4952724	complete	NODE_2_length_478638_cov_9.783182:400796-399501
gene5034		4952805	4954781	complete	NODE_2_length_478638_cov_9.783182:399420-397444
gene5035		4954778	4956964	complete	NODE_2_length_478638_cov_9.783182:397447-395261
gene5036		4957203	4958309	complete	NODE_2_length_478638_cov_9.783182:395022-393916
gene5037		4958413	4958775	complete	NODE_2_length_478638_cov_9.783182:393812-393450
gene5038		4958772	4960112	complete	NODE_2_length_478638_cov_9.783182:393453-392113
gene5039		4960112	4960642	complete	NODE_2_length_478638_cov_9.783182:392113-391583
gene5040		4960823	4961818	complete	NODE_2_length_478638_cov_9.783182:391402-390407
gene5044		4964943	4965419	partial	NODE_2_length_478638_cov_9.783182:386976-386804
gene5045		4965509	4967254	complete	NODE_2_length_478638_cov_9.783182:386593-384848
gene5046		4967378	4967698	complete	NODE_2_length_478638_cov_9.783182:384724-384404
gene5047		4967722	4968462	complete	NODE_2_length_478638_cov_9.783182:384380-383640
gene5048		4968459	4969529	complete	NODE_2_length_478638_cov_9.783182:383643-382573
gene5049		4969531	4970376	complete	NODE_2_length_478638_cov_9.783182:382571-381726
gene5050		4970373	4971260	complete	NODE_2_length_478638_cov_9.783182:381729-380842
gene5051		4971367	4972683	complete	NODE_2_length_478638_cov_9.783182:380735-379419
gene5054		4973706	4974419	complete	NODE_2_length_478638_cov_9.783182:379150-378437
gene5055		4974421	4975188	complete	NODE_2_length_478638_cov_9.783182:378435-377668
gene5056		4975185	4976462	complete	NODE_2_length_478638_cov_9.783182:377671-376394
gene5057		4976459	4977385	complete	NODE_2_length_478638_cov_9.783182:376397-375471
gene5058		4977447	4978556	complete	NODE_2_length_478638_cov_9.783182:375409-374300
gene5059		4978588	4978731	complete	NODE_2_length_478638_cov_9.783182:374268-374125
gene5060		4978710	4978946	complete	NODE_2_length_478638_cov_9.783182:374146-373910
gene5061		4978980	4979363	complete	NODE_2_length_478638_cov_9.783182:373876-373493
gene5062		4979757	4980860	complete	NODE_2_length_478638_cov_9.783182:370318-369215
gene5063		4981118	4982362	complete	NODE_2_length_478638_cov_9.783182:368957-367713
gene5064		4982510	4983775	complete	NODE_2_length_478638_cov_9.783182:367565-366300
gene5065		4983894	4985417	complete	NODE_2_length_478638_cov_9.783182:366181-364658
gene5066		4985470	4986324	complete	NODE_2_length_478638_cov_9.783182:364605-363751
gene5067		4986594	4987649	complete	NODE_2_length_478638_cov_9.783182:363481-362426
gene5068		4987642	4988310	complete	NODE_2_length_478638_cov_9.783182:362433-361765
gene5069		4988313	4989836	complete	NODE_2_length_478638_cov_9.783182:361762-360239
gene5070		4990019	4990615	complete	NODE_2_length_478638_cov_9.783182:360056-359460
gene5071		4990605	4990880	complete	NODE_2_length_478638_cov_9.783182:359470-359195
gene5072		4990894	4991244	complete	NODE_2_length_478638_cov_9.783182:359181-358831
gene5073		4991395	4992021	complete	NODE_2_length_478638_cov_9.783182:358680-358054
gene5074		4992100	4994310	complete	NODE_2_length_478638_cov_9.783182:357975-355765
gene5075		4994414	4994659	complete	NODE_2_length_478638_cov_9.783182:355661-355416
gene5076		4994866	4995531	complete	NODE_2_length_478638_cov_9.783182:355209-354544
gene5077		4995605	4996162	complete	NODE_2_length_478638_cov_9.783182:354470-353913
gene5078		4996163	4997383	complete	NODE_2_length_478638_cov_9.783182:353912-352692
gene5079		4997517	4997924	complete	NODE_2_length_478638_cov_9.783182:352558-352151
gene5080		4997937	4998566	complete	NODE_2_length_478638_cov_9.783182:352138-351509
gene5081		4998563	4998943	complete	NODE_2_length_478638_cov_9.783182:351512-351132
gene5082		4998943	4999281	complete	NODE_2_length_478638_cov_9.783182:351132-350794
gene5083		4999278	5000933	complete	NODE_2_length_478638_cov_9.783182:350797-349142
gene5084		5000933	5001835	complete	NODE_2_length_478638_cov_9.783182:349142-348240
gene5085		5001832	5003817	complete	NODE_2_length_478638_cov_9.783182:348243-346258
gene5086		5003814	5004797	complete	NODE_2_length_478638_cov_9.783182:346261-345278
gene5087		5004799	5005938	complete	NODE_2_length_478638_cov_9.783182:345276-344137
gene5088		5006335	5006841	complete	NODE_2_length_478638_cov_9.783182:343740-343234
gene5089		5006939	5007799	complete	NODE_2_length_478638_cov_9.783182:343136-342276
gene5090		5007938	5009506	complete	NODE_2_length_478638_cov_9.783182:342137-340569
gene5091		5009506	5010450	complete	NODE_2_length_478638_cov_9.783182:340569-339625
gene5092		5010447	5011280	complete	NODE_2_length_478638_cov_9.783182:339628-338795
gene5093		5011280	5012044	complete	NODE_2_length_478638_cov_9.783182:338795-338031
gene5094		5012041	5012832	complete	NODE_2_length_478638_cov_9.783182:338034-337243
gene5095		5012820	5013218	complete	NODE_2_length_478638_cov_9.783182:337255-336857
gene5096		5013556	5014569	partial	NODE_2_length_478638_cov_9.783182:336519-335507
gene5097		5014609	5015802	complete	NODE_2_length_478638_cov_9.783182:328505-327312
gene5098		5016032	5017528	complete	NODE_2_length_478638_cov_9.783182:327082-325586
gene5099		5017584	5017805	complete	NODE_2_length_478638_cov_9.783182:325530-325309
gene5100		5018302	5018739	complete	NODE_2_length_478638_cov_9.783182:324812-324375
gene5101		5019020	5020468	complete	NODE_2_length_478638_cov_9.783182:324094-322646
gene5102		5020614	5021366	complete	NODE_2_length_478638_cov_9.783182:322500-321748
gene5103		5021374	5023416	complete	NODE_2_length_478638_cov_9.783182:321740-319698
gene5104		5023599	5024870	complete	NODE_2_length_478638_cov_9.783182:319515-318244
gene5105		5025064	5025906	complete	NODE_2_length_478638_cov_9.783182:318050-317208
gene5106		5025979	5027331	complete	NODE_2_length_478638_cov_9.783182:317135-315783
gene5107		5027384	5028046	complete	NODE_2_length_478638_cov_9.783182:315730-315068
gene5108		5028134	5029282	complete	NODE_2_length_478638_cov_9.783182:314980-313832
gene5109		5029522	5031174	complete	NODE_2_length_478638_cov_9.783182:313592-311940
gene5110		5031241	5031774	complete	NODE_2_length_478638_cov_9.783182:311873-311340
gene5111		5031809	5032567	complete	NODE_2_length_478638_cov_9.783182:311305-310547
gene5112		5032687	5033586	complete	NODE_2_length_478638_cov_9.783182:310427-309528
gene5113		5033693	5034724	complete	NODE_2_length_478638_cov_9.783182:309421-308390
gene5114		5034996	5036318	complete	NODE_2_length_478638_cov_9.783182:308118-306796
gene5115		5036356	5038407	complete	NODE_2_length_478638_cov_9.783182:306758-304707
gene5116		5038424	5038609	complete	NODE_2_length_478638_cov_9.783182:304690-304505
gene5117		5038602	5039531	complete	NODE_2_length_478638_cov_9.783182:304512-303583
gene5118		5039586	5041088	complete	NODE_2_length_478638_cov_9.783182:303528-302026
gene5119		5041308	5042594	complete	NODE_2_length_478638_cov_9.783182:301806-300520
gene5120		5042751	5044757	complete	NODE_2_length_478638_cov_9.783182:300363-298357
gene5121		5044794	5044910	complete	NODE_2_length_478638_cov_9.783182:298320-298204
gene5122		5045000	5048476	complete	NODE_2_length_478638_cov_9.783182:298114-294638
gene5123		5048458	5049567	complete	NODE_2_length_478638_cov_9.783182:294656-293547
gene5124		5049571	5051916	complete	NODE_2_length_478638_cov_9.783182:293543-291198
gene5125		5051927	5054545	complete	NODE_2_length_478638_cov_9.783182:291187-288569
gene5126		5054542	5055273	complete	NODE_2_length_478638_cov_9.783182:288572-287841
gene5127		5055285	5055473	complete	NODE_2_length_478638_cov_9.783182:287829-287641
gene5128		5055642	5057195	complete	NODE_2_length_478638_cov_9.783182:287472-285919
gene5129		5057195	5057392	complete	NODE_2_length_478638_cov_9.783182:285919-285722
gene5130		5057389	5059068	complete	NODE_2_length_478638_cov_9.783182:285725-284046
gene5131		5059176	5060177	complete	NODE_2_length_478638_cov_9.783182:283938-282937
gene5132		5060189	5060665	complete	NODE_2_length_478638_cov_9.783182:282925-282449
gene5133		5060665	5064717	complete	NODE_2_length_478638_cov_9.783182:282449-278397
gene5134		5064714	5067149	complete	NODE_2_length_478638_cov_9.783182:278400-275965
gene5135		5067146	5069257	complete	NODE_2_length_478638_cov_9.783182:275968-273857
gene5136		5069277	5070068	complete	NODE_2_length_478638_cov_9.783182:273837-273046
gene5137		5070070	5070609	partial	NODE_2_length_478638_cov_9.783182:273044-272918
gene5146		5078967	5079043	complete	NODE_2_length_478638_cov_9.783182:265294-265218
gene5147		5079163	5080557	complete	NODE_2_length_478638_cov_9.783182:265098-263704
gene5148		5080749	5082422	complete	NODE_2_length_478638_cov_9.783182:263512-261839
gene5149		5082665	5083870	complete	NODE_2_length_478638_cov_9.783182:261596-260391
gene5150		5084112	5084693	complete	NODE_2_length_478638_cov_9.783182:260149-259568
gene5151		5084899	5085480	complete	NODE_2_length_478638_cov_9.783182:259362-258781
gene5152		5085458	5085898	complete	NODE_2_length_478638_cov_9.783182:258803-258363
gene5153		5085867	5088197	complete	NODE_2_length_478638_cov_9.783182:258394-256064
gene5154		5088365	5089027	complete	NODE_2_length_478638_cov_9.783182:255896-255234
gene5155		5089036	5089152	complete	NODE_2_length_478638_cov_9.783182:255225-255109
gene5156		5089131	5090147	complete	NODE_2_length_478638_cov_9.783182:255130-254114
gene5157		5090259	5091008	complete	NODE_2_length_478638_cov_9.783182:254002-253253
gene5158		5091012	5091947	complete	NODE_2_length_478638_cov_9.783182:253249-252314
gene5159		5092052	5093332	complete	NODE_2_length_478638_cov_9.783182:252209-250929
gene5160		5093357	5094328	complete	NODE_2_length_478638_cov_9.783182:250904-249933
gene5161		5094437	5095147	complete	NODE_2_length_478638_cov_9.783182:249824-249114
gene5162		5095588	5096943	complete	NODE_2_length_478638_cov_9.783182:248673-247318
gene5163		5097189	5097479	complete	NODE_2_length_478638_cov_9.783182:247072-246782
gene5164		5097732	5097944	complete	NODE_2_length_478638_cov_9.783182:246529-246317
gene5165		5098043	5099662	complete	NODE_2_length_478638_cov_9.783182:246218-244599
gene5166		5099964	5100116	complete	NODE_2_length_478638_cov_9.783182:244297-244145
gene5167		5100442	5102511	complete	NODE_2_length_478638_cov_9.783182:243819-241750
gene5168		5102521	5103432	complete	NODE_2_length_478638_cov_9.783182:241740-240829
gene5169		5103560	5103859	complete	NODE_2_length_478638_cov_9.783182:240701-240402
gene5170		5104039	5105034	complete	NODE_2_length_478638_cov_9.783182:240222-239227
gene5171		5105061	5105507	complete	NODE_2_length_478638_cov_9.783182:239200-238754
gene5172		5105539	5105910	complete	NODE_2_length_478638_cov_9.783182:238722-238351
gene5173		5106079	5107533	complete	NODE_2_length_478638_cov_9.783182:238182-236728
gene5174		5107626	5108948	complete	NODE_2_length_478638_cov_9.783182:236635-235313
gene5175		5109383	5110438	complete	NODE_2_length_478638_cov_9.783182:234878-233823
gene5176		5110503	5112044	complete	NODE_2_length_478638_cov_9.783182:233758-232217
gene5177		5112022	5113203	complete	NODE_2_length_478638_cov_9.783182:232239-231058
gene5178		5113436	5114614	complete	NODE_2_length_478638_cov_9.783182:230825-229647
gene5179		5114652	5115215	complete	NODE_2_length_478638_cov_9.783182:229609-229046
gene5180		5115785	5117818	complete	NODE_2_length_478638_cov_9.783182:228476-226443
gene5181		5117989	5119245	complete	NODE_2_length_478638_cov_9.783182:226272-225016
gene5182		5119288	5119773	complete	NODE_2_length_478638_cov_9.783182:224973-224488
gene5183		5120018	5121859	partial	NODE_2_length_478638_cov_9.783182:215743-213915
gene5184		5121856	5123244	complete	NODE_2_length_478638_cov_9.783182:213918-212530
gene5185		5123350	5123958	complete	NODE_2_length_478638_cov_9.783182:212424-211816
gene5186		5124065	5125201	complete	NODE_2_length_478638_cov_9.783182:211709-210573
gene5187		5125205	5125573	complete	NODE_2_length_478638_cov_9.783182:210569-210201
gene5188		5126112	5128019	complete	NODE_2_length_478638_cov_9.783182:209662-207755
gene5189		5128120	5129268	complete	NODE_2_length_478638_cov_9.783182:207654-206506
gene5190		5129268	5129864	complete	NODE_2_length_478638_cov_9.783182:206506-205910
gene5191		5129853	5130077	complete	NODE_2_length_478638_cov_9.783182:205921-205697
gene5192		5130350	5130712	complete	NODE_2_length_478638_cov_9.783182:205424-205062
gene5193		5130998	5132653	complete	NODE_2_length_478638_cov_9.783182:204776-203121
gene5194		5132650	5133423	complete	NODE_2_length_478638_cov_9.783182:203124-202351
gene5195		5133423	5134607	partial	NODE_2_length_478638_cov_9.783182:202351-201167
gene5196		5134700	5135173	complete	NODE_2_length_478638_cov_9.783182:200985-200512
gene5197		5135255	5136076	complete	NODE_2_length_478638_cov_9.783182:200430-199609
gene5198		5136150	5137169	complete	NODE_2_length_478638_cov_9.783182:199535-198516
gene5199		5137169	5137636	complete	NODE_2_length_478638_cov_9.783182:198516-198049
gene5200		5137697	5137948	complete	NODE_2_length_478638_cov_9.783182:197988-197737
gene5201		5138053	5138484	complete	NODE_2_length_478638_cov_9.783182:197632-197201
gene5202		5138730	5140274	complete	NODE_2_length_478638_cov_9.783182:196955-195411
gene5203		5140284	5141555	complete	NODE_2_length_478638_cov_9.783182:195401-194130
gene5204		5141559	5142506	complete	NODE_2_length_478638_cov_9.783182:194126-193179
gene5205		5142512	5143249	complete	NODE_2_length_478638_cov_9.783182:193173-192436
gene5206		5143469	5144494	complete	NODE_2_length_478638_cov_9.783182:192216-191191
gene5207		5144507	5145700	complete	NODE_2_length_478638_cov_9.783182:191178-189985
gene5208		5145914	5146846	complete	NODE_2_length_478638_cov_9.783182:189771-188839
gene5209		5146886	5147914	complete	NODE_2_length_478638_cov_9.783182:188799-187771
gene5210		5147918	5148889	complete	NODE_2_length_478638_cov_9.783182:187767-186796
gene5211		5148889	5149797	complete	NODE_2_length_478638_cov_9.783182:186796-185888
gene5212		5149775	5150944	complete	NODE_2_length_478638_cov_9.783182:185910-184741
gene5213		5150988	5151710	complete	NODE_2_length_478638_cov_9.783182:184697-183975
gene5215		5152768	5153133	partial	NODE_2_length_478638_cov_9.783182:183954-183609
gene5216		5153152	5154114	complete	NODE_2_length_478638_cov_9.783182:183590-182628
gene5217		5154226	5155302	complete	NODE_2_length_478638_cov_9.783182:182516-181440
gene5218		5155299	5156426	complete	NODE_2_length_478638_cov_9.783182:181443-180316
gene5219		5156429	5157523	complete	NODE_2_length_478638_cov_9.783182:180313-179219
